,Date,tweets,User Location,hashtag
4614,10/11/2019 12:44,ICYMI Today’s Beltway cliffhanger: Will Yovanovitch testify to three House committees today as scheduled?… https://t.co/n5Z7dpdjW1,USA,#MAGA2020
4615,10/11/2019 12:43,@hawkeyejulie @BreatheSaltAir @TamaraLeigh_llc @realDonaldTrump 100% agree!  #MAGA2020,Texas,#MAGA2020
4616,10/11/2019 12:42,@WilliamMillen5 Thanx for the follow. Keep rockin it steady. #MAGA2020,Good Samaritan Works Inc.,#MAGA2020
4617,10/11/2019 12:42,@mollyfprince Brainwashed by Clinton News Network and other globalist owned media outlets! Head to… https://t.co/etJNeDSqaw,"Austin, TX",#MAGA2020
4618,10/11/2019 12:42,Come babies! Make it work! Make us proud!! Make us RED! #MAGA2020 https://t.co/me5FCkgqEJ,God’s Planet,#MAGA2020
4619,10/11/2019 12:41,@ShemekaMichelle Just wanna say this: I was introduced to your genius via the Axe Truth channel last yr!!! I'm so g… https://t.co/6RpWZCiSLu,"Texas, USA",#MAGA2020
4620,10/11/2019 12:40,"@IlhanMN Well, he didn't lie. You're just butt hurt because you got called out in front of millions of Americans th… https://t.co/LWBphoEZNN","Texas, USA",#MAGA2020
4621,10/11/2019 12:40,@RepAdamSchiff The president of Ukraine has said multiple times he was not pressured. We can read the transcript ou… https://t.co/nSfQ0etzRV,,#MAGA2020
4622,10/11/2019 12:39,"@KellyannePolls husband speaks| Crooks and Liars

#MAGA2020
 https://t.co/rXYRa9Qyp2","Las Vegas, NV",#MAGA2020
4623,10/11/2019 12:39,"Sure @SenWarren, that’s what we want our tax dollars paying for! I suppose you want us to pay for your reassignment… https://t.co/NaNRHoWjqu",So Cal retired to Midwest,#MAGA2020
4624,10/11/2019 12:39,"...and just like that, the #PrinceState rejected the best advertisement ever and a good chunk of new royalties.… https://t.co/ZCHzxCR3LN",Nonya,#MAGA2020
4625,10/11/2019 12:38,"@JimiHighLife @QTAnon1 No, he needs a bicycle and learn to eat unprocessed foods.

#Cyclists4Trump #MAGA2020","ABQ, NM is Q town!",#MAGA2020
4626,10/11/2019 12:38,@realDonaldTrump Sure buddy 🤣🤣🤣#MAGA2020 #MAGA2020Landslide https://t.co/aR0CcH25Oh,United States,#MAGA2020
4627,10/11/2019 12:38,@RealMattCouch No Surprise Shifty Shannon folded like the rest of MSM to the Deep State. @realDonaldTrump remains o… https://t.co/3ZsSGtJHiE,"Austin, TX",#MAGA2020
4628,10/11/2019 12:38,Jordan reacts to White House rejecting Dems' impeachment inquiry https://t.co/gYEtZvjWxc via @YouTube Democrats lying 🤥 to #MAGA2020,USA,#MAGA2020
4629,10/11/2019 12:38,@AndrewHClark @TrumpWarRoom @realDonaldTrump Ladies and gentlemen ... the current state of the American left.  Well… https://t.co/YCoa76Djpi,,#MAGA2020
4630,10/11/2019 12:37,"Can we call it a global immigration crisis now? https://t.co/4gsrKNgZsB

#MAGA2020 #MakeAmericaGreatAgain #Trump #WarrenWillLose #Warren2020",,#MAGA2020
4631,10/11/2019 12:36,@Acosta The truth shall set you free. #MAGA #MAGA2020 #Trump2020Landslide #Trump,Corpus Christi,#MAGA2020
4632,10/11/2019 12:36,More good news #KAG2020 #MAGA2020 https://t.co/KMD1uE6NDc,,#MAGA2020
4633,10/11/2019 12:34,Let’s find this sucka! #MAGA2020 https://t.co/5LhHLxMqo0,United States,#MAGA2020
4634,10/11/2019 12:34,"@WaddyIsRight No I♥️Trump, fawning #maga2020 defense of this deranged insanity yet? https://t.co/v4LxXVjkEN",,#MAGA2020
4635,10/11/2019 12:33,@realDonaldTrump Yes you will win with the help of Ukraine and China. Plus Russia of course. #MAGA2020 #KAG2020… https://t.co/CeD8CH9HVl,,#MAGA2020
4636,10/11/2019 12:33,"Democrats can't even fill a gymnasium, don't believe their lying polls, WE ARE THE MAJORITY!!! #MAGA2020 https://t.co/idI4yrdRCW","South Carolina, USA",#MAGA2020
4637,10/11/2019 12:32,‘Tip of the iceberg’: Prosecutors allege vast criminal conspiracy by @RudyGiuliani associates to funnel foreign cas… https://t.co/PbvIWtXIvH,,#MAGA2020
4638,10/11/2019 12:29,@realDonaldTrump @donnabrazile @CNN @FoxNews #Savage Thus is why I love my @POTUS ! 😂👍🏻🇺🇸🇺🇸🇺🇸🇺🇸#MAGA2020,United States,#MAGA2020
4639,10/11/2019 12:29,"Rice, Clapper, Brennan and now Biden throw Obama under the bus. #QAnon #MAGA2020 #MAGA #KAG2020 https://t.co/YpLnioWtu4",,#MAGA2020
4640,10/11/2019 12:29,@infobee @rpclodfelter @Jeremy_Ba11 @wpjenna @MarkDice He can't do that without risking his safety. It's not in the… https://t.co/Cvfb3yNlKl,"Savannah, GA",#MAGA2020
4641,10/11/2019 12:28,"The only Poll I believe 
#maga2020 https://t.co/zgs8ho6q4I",United States,#MAGA2020
4642,10/11/2019 12:26,@JoeBiden We did in 2016 when @TheDemocrats were scheming with foreigners for dirt on @realDonaldTrump and it is al… https://t.co/odITNpg6wF,Corpus Christi,#MAGA2020
4643,10/11/2019 12:26,"Useful and brief 👌👌
#KAG2020
#MAGA2020 https://t.co/oz5lypHfwP",Any where,#MAGA2020
4644,10/11/2019 12:25,Im an Aussie who supports America &amp; President Trump. America has to start realising what happens to America affects… https://t.co/CJIvgcRu3M,,#MAGA2020
4645,10/11/2019 12:24,Love my POTUS!! #MAGA2020 https://t.co/x0JUSOTZjy,,#MAGA2020
4646,10/11/2019 12:23,"@buzzman888 @RealG2daZ Because Trump's crowd isn't made up of angry, upset, and unhappy activists that hate the U.S… https://t.co/hRUgdaMdQl","Texas, USA",#MAGA2020
4647,10/11/2019 12:23,@SayWhenLA @mattos_candie Sounds like a plausible observation to me. #MAGA2020,"Garland, TX",#MAGA2020
4648,10/11/2019 12:22,Then #GTFO  of my country you complete turd. You libturds get so pissy about a leader that doesn't bow &amp; bend over… https://t.co/seuqXFiANF,,#MAGA2020
4649,10/11/2019 12:22,@Type_ur_name @liberal_resist @loves_dandelion We still have 2 more this month! ❤️🇺🇸❤️ #MAGA2020,"Palm Beach Gardens, FL",#MAGA2020
4650,10/11/2019 12:21,@kiii3news Insults or the real truth? #MAGA #MAGA2020 #Trump2020Landslide #Trump,Corpus Christi,#MAGA2020
4651,10/11/2019 12:21,@SJPFISH @Serremmy @cassy9mm @Briteeye777 @texasrecks @yoakumgirl923 @MAGA_Farmer @GaryWalters66 @dad_patriot… https://t.co/RPrlxb77mL,,#MAGA2020
4652,10/11/2019 12:20,"@EricTrump Shit, they’re not burning crosses I hope. #RacistInChief #HateSpeech #HateCrimeAwarenessWeek #TrumpRally… https://t.co/zMFRPs8APy",L.A. ,#MAGA2020
4653,10/11/2019 12:19,@HillaryClinton The clinton list if crimes IS very long and distinguished. You need a hobby..  a friend...a husband… https://t.co/MaVSZj9XI8,,#MAGA2020
4654,10/11/2019 12:17,Here’s the Legal Definition of Lying and Why #FakeNewsMedia Recrafted Everything [VIDEO] #LionelNation🇺🇸… https://t.co/pLzORDZT0n,"Hell's Kitchen, USA",#MAGA2020
4655,10/11/2019 12:15,Good morning Twitter fam.  Hope everyone has a great day and free from liberal dementia. #Fridayfunday… https://t.co/Ax6eZrcVIE,"Sugar Land, TX",#MAGA2020
4656,10/11/2019 12:14,@gsamu53 The tolerant left at it again! Keep it going! #MAGA2020 🇺🇸❤️🇺🇸,"Gilbert, AZ",#MAGA2020
4657,10/11/2019 12:14,"Will Fox News cover tonight’s rally from Dallas? Trump supporters need to know.
#TrumpRally… https://t.co/a54jDgsCkX",,#MAGA2020
4658,10/11/2019 12:14,Trump's children take in millions overseas as president slams Biden's son - Los Angeles Times https://t.co/5pnksPmeZn #MAGA2020 #Trump2020,"Dallas, TX",#MAGA2020
4659,10/11/2019 12:13,"@IlhanMN Someone had to tell you, loud and clear! #MAGA2020",,#MAGA2020
4660,10/11/2019 12:11,@freethought777 @HillaryClinton You’re 100% right. Make America Great Again!!! 🤣🤣🤣 #maga #MAGA2020 https://t.co/1TRRJsJVBD,,#MAGA2020
4661,10/11/2019 12:10,@Acosta IKR Wasn't it hilarious #MAGA2020,Panama City Beach,#MAGA2020
4662,10/11/2019 12:10,@up_weekly @BethellMarilyn As a Trumper i don't agree with what Rudy did. That's NOT the American way. But i have L… https://t.co/82SbgoLFz6,"Savannah, GA",#MAGA2020
4663,10/11/2019 12:09,@TheRISEofROD @realDonaldTrump Amen 🙏🏽 #MAGA2020,"Columbia, Maryland USA",#MAGA2020
4664,10/11/2019 12:09,ICYMI Erdogan’s Syrian resettlement plan is every bit as crazy as it sounds https://t.co/mVKJcC3jyI #election2020 #MAGA2020,USA,#MAGA2020
4665,10/11/2019 12:09,#MAGA2020 please drop that flag waved off in China. Not Hong Kong though!  He needs to be educated and enlightened.… https://t.co/gnSA3aBcP3,,#MAGA2020
4666,10/11/2019 12:08,"@atrupar A President of the United States pointing out journalists and saying all the polls are phony..

...what a… https://t.co/hiVqJBRRbF",United States,#MAGA2020
4667,10/11/2019 12:08,Tweeter doesn't like what I retweet. Please follow me!!! #MinneapolisTrumpRally #MAGA2020 #BestPresidentEver https://t.co/dTEujlCgHe,"Florida, USA",#MAGA2020
4668,10/11/2019 12:08,@TrumpWarRoom #MAGA2020 That's my President!!,"Bronx, NY",#MAGA2020
4669,10/11/2019 12:07,@ec_kag @mickelodoole @skinnylenny1965 @prison4jbrennan @KMcMays @harden_beverly @RealJude830 @RidgeKayser… https://t.co/EsDCy8QY9u,"Auburn, MA",#MAGA2020
4670,10/11/2019 12:06,"Hunter Biden is the swamp!
#DrainTheSwamp #MAGA2020",Brielle,#MAGA2020
4671,10/11/2019 12:06,"The Bidens are nothing more than a bunch of crooks, Joe Biden should be banned from the U.S.A. for what he and his… https://t.co/aqbnzK97QQ",,#MAGA2020
4672,10/11/2019 12:05,Yo @twitter: When I was tweeting the quoted tweet I noticed something rather strange. Attached pictures indicate th… https://t.co/3pwFwK9Cbb,,#MAGA2020
4673,10/11/2019 12:05,So excited to see @cyorks21 but am bummed to miss @realDonaldTrump coming to my hometown tonight!! #LakeCharlesLA… https://t.co/UgzgoyKlKE,,#MAGA2020
4674,10/11/2019 12:05,"Agree 100% Chiz.

Who is that clown car over there can generate 10% of this passion for their country or candidate?… https://t.co/S7uGWWskRg",11530,#MAGA2020
4675,10/11/2019 12:02,"@sirhottest I've only seen clips of this circus, but it's a perfect illustration of where the democrat party has ta… https://t.co/006t8uaU7C","Saint Louis, MO",#MAGA2020
4676,10/11/2019 12:00,@PrisonPlanet Reconfirms that I have chosen wisely! #MAGA2020 #MAGA2020Landslide #Trump2020,So Cal retired to Midwest,#MAGA2020
4677,10/11/2019 12:00,"Fear? we know whose ""scared"" and it's not the people who are close to the #POTUS so all you #FakeNewsMedia… https://t.co/yorJBcU3iY","Arizona, USA",#MAGA2020
4678,10/11/2019 12:00,"The Art of The Deal claimed Trump once punched his music teacher in the face, but no one the Post interviewed appea… https://t.co/3PanUy84xE",United States,#MAGA2020
4679,10/11/2019 11:59,@bengarvin Let’s clarify. No one ever said immigrants aren’t welcome in the US. Legal immigrants are more than welcome!!!! #maga2020,,#MAGA2020
4680,10/11/2019 11:58,Classy....Our President @realdonaldtrump #MAGA #MAGA2020 #MAGA2020Landslide https://t.co/WpRgk16ePW,,#MAGA2020
4681,10/11/2019 11:57,@thehill What an idiotic response to a valid question. #NoWarren2020 #MAGA2020 #Trump2020,Upstate NY,#MAGA2020
4682,10/11/2019 11:55,@TwitterMoments Best president ever!! #MAGA2020,,#MAGA2020
4683,10/11/2019 11:54,@ElijahSchaffer Everyone where your #MAGA2020 #Trump2020 these maggots will NOT scare us!,,#MAGA2020
4684,10/11/2019 11:54,@nyctaper @LuBonLez @PopChassid @gundamman Racism is #Trump2020 and #MAGA2020’s friend. They love their #hate.,,#MAGA2020
4685,10/11/2019 11:54,"BREAKING NEWS!

STONE COLD CROOKED!

#WWG1WGAWORLDWIDE 
#Qanons #Patriots #KeepAmericaGreat2020… https://t.co/CULy3uEAaf",Classified ,#MAGA2020
4686,10/11/2019 11:54,@PopChassid Racism is #Trump2020 and #MAGA2020’s friend. They love their #hate.,,#MAGA2020
4687,10/11/2019 11:54,@DonnaWR8 @SayWhenLA Power will return to the People!!!  #KAG2020  #MAGA2020,United States,#MAGA2020
4688,10/11/2019 11:54,"@DeebsFLA The ""victim culture"" in all of it's glory. Please, #MAGA2020","Saint Louis, MO",#MAGA2020
4689,10/11/2019 11:53,@JackPosobiec I thought #Minnesota was better than this....#MAGA2020,Minnesota ,#MAGA2020
4690,10/11/2019 11:53,Tweeter doesn't like what I retweet. Please follow me!!! #MAGA2020 #BestPresidentEver45 https://t.co/ATkxQLLfnI,"Florida, USA",#MAGA2020
4691,10/11/2019 11:53,Racism is #Trump2020 and #MAGA2020’s friend. They love their #hate. https://t.co/Q2x5B6psV3,,#MAGA2020
4692,10/11/2019 11:53,@atrupar Racism is #Trump2020 and #MAGA2020’s friend. They love their #hate.,,#MAGA2020
4693,10/11/2019 11:53,@HillaryClinton If only there were a way to keep a list in modern day times without someone destroying the evidence....#MAGA2020,Down the road a piece,#MAGA2020
4694,10/11/2019 11:52,@ElijahSchaffer We won’t be intimidated. #MAGA2020 #KAG2020LandslideVictory,,#MAGA2020
4695,10/11/2019 11:51,"@realDonaldTrump @POTUS 🇺🇸MR. PRESIDENT..Please look into hiring your own Security
For these beautiful Trump rally’… https://t.co/gC1RCWeu80",,#MAGA2020
4696,10/11/2019 11:51,@CathleenVets @GOD_TRUMP_PENCE @CountryTisOfUs @Ed00498164 @alex1023ss @warrior_117 @GsdReily @go4itbas @211Pine… https://t.co/YsYRRMNRSW,,#MAGA2020
4697,10/11/2019 11:51,"@RepSwalwell @realDonaldTrump Get ready for the ig report kid! 
It's going to be hard to spin evidence and facts...… https://t.co/LwBWgvEnaC","Los Angeles, CA",#MAGA2020
4698,10/11/2019 11:51,Way to go MN!  #Patriots turn that state red in 2020!  #MAGA2020 #KAG2020LandslideVictory https://t.co/Fff4gOH81M,,#MAGA2020
4699,10/11/2019 11:50,@MSNBC @maddow At least they didn't murder people like Ed Buck.  Why isn't anyone discussing how much money this si… https://t.co/2WJnv8tRl8,,#MAGA2020
4700,10/11/2019 11:50,@rudygiuliani is Trump's Clown....  @realDonaldTrump #MAGA #MAGA2020 #MAGA2020Landslide https://t.co/kyCsIsShMA,,#MAGA2020
4701,10/11/2019 11:49,"Rare Video - Gotta Love it Moment 

Leftist Pooch vs Big MAGA Bull Dog

#KAG2020 #KAG #MAGA #KAG2020Landslide… https://t.co/8yew7i2ahF","Atlanta, GA",#MAGA2020
4702,10/11/2019 11:49,Tweeter doesn't like what I retweet. Please follow me!!! #TrumpMinneapolis #MAGA2020 #BestPresidentEver45 https://t.co/BDAni7C4Is,"Florida, USA",#MAGA2020
4703,10/11/2019 11:49,"@Schufdog The losers, dregs, misfits and outcasts of Minnesota responded to their rally cry. The only cause that th… https://t.co/TRcNhMIZUr",So Cal retired to Midwest,#MAGA2020
4704,10/11/2019 11:49,@CarmineSabia @realDonaldTrump @POTUS @ACTforAmerica https://t.co/Ew4eQJMeqK   #TheMighty200 #KAG2020 #Trump2020… https://t.co/k0a4uV6zAX,In God I Trust Only #ProLife #1A #2A,#MAGA2020
4705,10/11/2019 11:48,"@TulsiGabbard Refreshing...

...the “Fake” News Sycophant Propagandist has buried, ignored or denied this FACT

Now… https://t.co/BLkFFwGHsT","Mansfield, Ohio",#MAGA2020
4706,10/11/2019 11:47,@PrisonPlanet They make the @DNC proud!  #MAGA2020 🇺🇸🇺🇸🇺🇸,"North Carolina, USA",#MAGA2020
4707,10/11/2019 11:46,@GOPChairwoman @FoxNews poll IS a sham - #MAGA2020 🇺🇸🇺🇸🇺🇸,"North Carolina, USA",#MAGA2020
4708,10/11/2019 11:46,@SebGorka @AriFleischer Not much traction here hoss. Your rhetoric comes off as pretentious windbag in a parking lo… https://t.co/Hts9VOSwd5,"Texas, USA",#MAGA2020
4709,10/11/2019 11:46,@RudyGiuliani worked for a company called Fraud Guarantee....owned by the two Ukrainian conmen arrested yesterday..… https://t.co/DJGJCdS9fc,,#MAGA2020
4710,10/11/2019 11:45,"Great Thread
Best parts of Speech
Love❤LOVE❤Love❤ our #POTUS45 
#MAGA   #MAGA2020 https://t.co/e161sxANAD", USA,#MAGA2020
4711,10/11/2019 11:45,"How much more?
Does @senategop think this is OK, attacking political assembly?
Where is @thejusticedept 
#Trump2020… https://t.co/w7l5gavpaP","WA state lived in CA, TX & AZ",#MAGA2020
4712,10/11/2019 11:45,@BWWings count me out.  I will never spend a dime in your restaurants.  #MAGA2020,East Cost,#MAGA2020
4713,10/11/2019 11:45,"Steve: The rights of the people shall not be infringed. You are a puppet, sir, bowing to the almighty dollar. Your… https://t.co/aYv8We4Efp",United States,#MAGA2020
4714,10/11/2019 11:44,@BillKristol Voters disagree! You are the embarrassment to true conservatism #MAGA2020,"Omaha, NE",#MAGA2020
4715,10/11/2019 11:44,@RudyGiuliani @owensitgonnaend How is this NOT one of the lead stories on every news channel??   #fakenews #MAGA2020,,#MAGA2020
4716,10/11/2019 11:43,"@MattFinnFNC Ever notice that in every city where these individuals gather to riot, er, I mean to “peacefully promo… https://t.co/vnYdnQvWBp",So Cal retired to Midwest,#MAGA2020
4717,10/11/2019 11:42,NOT TODAY! #MAGA2020,"Weirsdale, FL",#MAGA2020
4718,10/11/2019 11:42,"""Wishing it, predicting it, even asking for it, will not make it so. 

There will be further setbacks before the ti… https://t.co/wkjG2L2rk0",USA: Planet Earth,#MAGA2020
4719,10/11/2019 11:41,This is insane! They are a terrorist mob!! #Shameful #disgusting #DemonRats #libtards #domesticterrorists #MAGA2020… https://t.co/TpE9p8X9sb,"Plantation, FL",#MAGA2020
4720,10/11/2019 11:41,"😂And here they are folks the a_skissing exVP's son officially has his own shirt!!...Get em while they last, and hel… https://t.co/U2ch6RYkSH","Baton Rouge, LA - Jackson, MS",#MAGA2020
4721,10/11/2019 11:41,She was hoping that the American people are so distracted with whatever new and shiny object they trow at us that w… https://t.co/8dqU4QHrT9,"Arizona, USA",#MAGA2020
4722,10/11/2019 11:40,@WayneDupreeShow The sad part is someone actually voted for this babbling fool...makes me question her supporter's… https://t.co/XSiCFg4M2o,,#MAGA2020
4723,10/11/2019 11:40,"#RedWaveBlueWaveMixing2020
Keep America Great
#MAGA #MAGA2020
#KAG https://t.co/vLsLA9hUBb",USA: Planet Earth,#MAGA2020
4724,10/11/2019 11:39,@IlhanMN You ARE an American hating socialist AND a terrorist lover!  Patriots will turn the state red and you will… https://t.co/SJBMIPPPzq,,#MAGA2020
4725,10/11/2019 11:38,"VOTE for a Democrat, this scene will be coming to a city near you.

Not ONE DEM2020 candidate criticizes this domes… https://t.co/bcnocO0pSS","California, USA",#MAGA2020
4726,10/11/2019 11:38,"I just can't luv this President enough!!!!
#MAGA2020 https://t.co/zFh1pR03Pq",,#MAGA2020
4727,10/11/2019 11:37,@realDonaldTrump Trump will do for the Great State of Minnesota what he has done for our Kurdish allies! #MAGA… https://t.co/Ai1AfZeU0H,"Bozeman, MT, USA",#MAGA2020
4728,10/11/2019 11:37,Tweeter doesn't like what I retweet. Please follow me!!!! #MAGA2020 #BestPresidentEver45 #TrumpTrain https://t.co/g659xlabnT,"Florida, USA",#MAGA2020
4729,10/11/2019 11:37,"@realDonaldTrump In 2016, Trump voters were Deplorable

In 2017, Trump voters were Russians

In 2018, Trump voters… https://t.co/cdwY8fZTBK","Denver, Colorado",#MAGA2020
4730,10/11/2019 11:37,@MADE__USA @realDonaldTrump South Carolina for #MAGA2020,"Savannah, GA",#MAGA2020
4731,10/11/2019 11:37,#MAGA2020  actually slept with covers on last night sooooo nice,"Palm Desert, CA / newport beach CA",#MAGA2020
4732,10/11/2019 11:36,@BreitbartNews more violence manufactured by the @DNC @SpeakerPelosi @RepAdamSchiff @JoeBiden because their corrupt… https://t.co/utUrJFW47J,"New York, NY",#MAGA2020
4733,10/11/2019 11:35,Tweeter doesn't like what I retweet. Please follow me!!! #MAGA2020 #BestPresidentEver45 https://t.co/LCtvL46HrD,"Florida, USA",#MAGA2020
4734,10/11/2019 11:35,"@AOC To U &amp; all the other “woke” crowd. I will cherish the morning of Wed Nov 4, 2020 &amp; being “woke” to four more y… https://t.co/bE9bLATpcU","Florida, USA",#MAGA2020
4735,10/11/2019 11:35,Acting in accordance to the Democrat playbook. They mirror the evil and hatred emanating from our nations capital.… https://t.co/xfxBwxh96b,Ohio,#MAGA2020
4736,10/11/2019 11:34,"Stand and Deliver 🇺🇸
They did just that! 

Thank you 🙏#MinneapolisTrumpRally 

#MAGA2020 
Making America Great Again https://t.co/SLC4F5gDRc","Oakland County, Mi",#MAGA2020
4737,10/11/2019 11:33,"@nycjim @FoxNews But we will show our silence again, at the ballot box, since no one wants us to be surveyed.… https://t.co/WKkY4zwQ18","Queens, NY",#MAGA2020
4738,10/11/2019 11:33,If a republican based protest took place LIKE THIS at a @JoeBiden rally that group would be blasted all over ALL  l… https://t.co/R7LJJzzMUn,"Athens, Ga.",#MAGA2020
4739,10/11/2019 11:33,"This is CRAZY........

How can they chant lock him up when everyday we’re seeing who the corrupt one truly is???

O… https://t.co/XQQW9BLoI4","Long Island, NY",#MAGA2020
4740,10/11/2019 11:32,Tweeter doesn't like what I retweet. Please follow me!!! #TrumpMinneapolis #MinneapolisTrumpRally #MAGA2020 https://t.co/y5kpFZGobM,"Florida, USA",#MAGA2020
4741,10/11/2019 11:32,"People are literally dying from militaristic government oppression worldwide.   Meanwhile,  at the… https://t.co/KYPuBdaWE8",,#MAGA2020
4742,10/11/2019 11:31,@Ravagiing @SecretService You guys are SO appreciated! Patriots have only Some idea how hard/dangerous your jobs ar… https://t.co/xW09DpwzyJ,,#MAGA2020
4743,10/11/2019 11:31,This is total BS. They polled 85% democrats #MAGA2020 https://t.co/cH43ii3hQN,,#MAGA2020
4744,10/11/2019 11:31,@JoeBiden Just like there is no distinction between #corruption and #politics.  The #Biden family has gotten pretty… https://t.co/MFbN7V00xw,,#MAGA2020
4745,10/11/2019 11:30,"WE ALMOST LOST AMERICA. WHAT A FRIGHTENING THOUGHT NOT JUST FOR AMERICANS BUT FOR THE FREE WORLD #MAGA2020 
https://t.co/zGbMIUOBUA",Esteli,#MAGA2020
4746,10/11/2019 11:29,"Hey guys, I am glad to see that you are so easily triggered. Trumps 2020 win is going to be beautiful. #MAGA2020 #Schadenfreude",,#MAGA2020
4747,10/11/2019 11:29,@CarmineSabia @realDonaldTrump I Just Joined My Family Always &amp;(~_~)&amp; May God Ever Bless You Your Friends &amp; Family… https://t.co/uFdgFGJqjZ,In God I Trust Only #ProLife #1A #2A,#MAGA2020
4748,10/11/2019 11:28,"Antifa/liberal Americans were waving Chinese flags outside Minnesota rally last night in America 

Hong kong protes… https://t.co/e68UZe85B1",Outside of the Matrix,#MAGA2020
4749,10/11/2019 11:28,"@MattFinnFNC @JackPosobiec And if the Democrats stay in charge, these spineless criminals will be given free rein.… https://t.co/lqZqK3QLvu","Lillian, AL",#MAGA2020
4750,10/11/2019 11:27,Tweeter doesn't like what I retweet. Please follow me!!! #MAGA2020 #Trump2020 #TrumpRally https://t.co/6JFsDr4QBu,"Florida, USA",#MAGA2020
4751,10/11/2019 11:27,@SJPFISH @KAG1776MAGA @Serremmy @cassy9mm @RL9631 @AW95NJ @Patti_Sc60 @alexa_baxter @KarenLadybug1 @KimPKAG2020… https://t.co/04K2BZbQp2,The Ohio State University ,#MAGA2020
4752,10/11/2019 11:27,The latest evidence of @CNN ‘s blatant biased in the #PresidentialElection2019 to not show ads that target… https://t.co/vepunopFQr,"Athens, Ga.",#MAGA2020
4753,10/11/2019 11:27,"@JoeBiden @realDonaldTrump Hey #corrupt Joe, this tweet makes very little sense!  We are interested to learn about… https://t.co/JYc0yhG1mo",,#MAGA2020
4754,10/11/2019 11:27,How can anyone still believe Trump? The evidence of his corruption is plain to see. Is pissing of liberals really w… https://t.co/Hof2T3NBAU,,#MAGA2020
4755,10/11/2019 11:26,"Over the next 13 months, we are going to fight with all of our heart and soul – and we are going to win the Great S… https://t.co/ya6ElqjOXp",Canada,#MAGA2020
4756,10/11/2019 11:26,"🚨🚨BREAKING:""Manchester Arndale Stabbings: Multiple injuries reported as shopping centre evacuated"":… https://t.co/I4CKEaxAxp",United States,#MAGA2020
4757,10/11/2019 11:26,@DailyCaller @BetoORourke These progressive leftists running for president are bringing out the crazies!!  #MAGA2020 🇺🇸,,#MAGA2020
4758,10/11/2019 11:25,@nicole13__ This is the overflow ❤️🇺🇸❤️#MAGA2020 https://t.co/5d3Z6GFrMV,"Palm Beach Gardens, FL",#MAGA2020
4759,10/11/2019 11:25,"I don’t care who you are,
Even if you are 1/1024th of anything, that’s f’in funny right there 😂😂😂#MAGA2020 #2A… https://t.co/HOwSmM78yE",,#MAGA2020
4760,10/11/2019 11:24,Tweeter doesn't like what I retweet. Please follow me!!! #TrumpMinneapolis #Trump #MAGA2020 https://t.co/KgN05I70YP,"Florida, USA",#MAGA2020
4761,10/11/2019 11:24,We go High ( period ) #Trump2020 Voting Democrat is like suicide!! And I don't say #suicide lightly! #WakeUpAmerica… https://t.co/7osfze4Pna,Earth!  🚫NOT A DATE SITE🚫 ,#MAGA2020
4762,10/11/2019 11:24,It seems now #corrupt @JoeBiden and his #campaign are #coercing #media outlets to stop running #opposition campaign… https://t.co/kVOBrpgevc,,#MAGA2020
4763,10/11/2019 11:24,"@RyanAFournier I don’t care who you are,
Even if you are 1/1024th of anything, that’s f’in funny right there 😂😂😂#MAGA2020 #2A #WalkAway",,#MAGA2020
4764,10/11/2019 11:23,"@CNN First they @NobelPrize gives it to a Fraud, Puppet, Sellout President @BarackObama then they give it to anothe… https://t.co/AR5ueE0EFa",Chicago,#MAGA2020
4765,10/11/2019 11:23,@toddstarnes No one have ever polled me...but if they’re here listing now..#MAGA2020Landslide #MAGA2020  #KAG2020,"Zebulon, NC",#MAGA2020
4766,10/11/2019 11:23,"Of course! Let's keep America great! 
#MAGA2020 #KAG2020 #PROUDDEPLORABLE #magalandslidewin
🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸 https://t.co/KXWNg6q6f8","Georgia, USA",#MAGA2020
4767,10/11/2019 11:22,Holy Mackerel #MAGASOTA #MAGA2020 https://t.co/JAVtMABZQ0,Salem,#MAGA2020
4768,10/11/2019 11:22,"@MarleneLapierre @LankLondon Well, they seem to be very weird people!
#LiberalismIsAMentalDisorder #MAGA2020",The Ohio State University ,#MAGA2020
4769,10/11/2019 11:21,"Democratic Party Pronouns: 

WACK JOB/WACK JOBS 

#LGBTQTownHall #EqualityTownHall #DemocraticDebate #Trump… https://t.co/4x0f78MK0h","Melbourne, Victoria",#MAGA2020
4770,10/11/2019 11:21,"He was ONLY A GOOD VICE PRESIDENT BECAUSE HE UNDERSTOOD HOW TO KISS BARACK OBAMA’S ASS! DJT
#MinneapolisTrumpRally… https://t.co/eZATKuvfZq",Salem,#MAGA2020
4771,10/11/2019 11:20,@thehill 2016 still? 😂😂 yeah didn’t work then and won’t work now! #MAGA2020 #Trump2020 #TrumpMinneapolis #Trump2020LandslideVictory, NotWithPsychosRunningAsylum,#MAGA2020
4772,10/11/2019 11:19,@IlhanMN The truth hurts Ilhan HomeWrecker!! It's hilarious watching you squirm......what will be even funnier is w… https://t.co/0A3JADIyCh,,#MAGA2020
4773,10/11/2019 11:18,"But they look so happy, peaceful, and NUTS! #GitmoForYou #MAGA2020 #TrumpMinneapolis #KAG2020Landslide https://t.co/uv1wCOLxLI",central NY,#MAGA2020
4774,10/11/2019 11:18,@IlhanMN I don’t see you denying it?  #MAGA2020,"Petal, MS",#MAGA2020
